Date,Time,Tweet,Symptom,Link
14/11/2020,13:10,"RT @long_recovery: The boys have something they want to say.
#LongCovid #LongCovidKids #LongCovidKidsStudy
#WearAMask #MakeSchoolsSafe #COVâ€¦",,
14/11/2020,13:10,"RT @CoronaReduit: worried about #longcovid ? By far biggest sample (n= 4182): https://t.co/XPrrO26RyL 2.3% affected longer than 3 months, mâ€¦",,https://t.co/XPrrO26RyL
14/11/2020,13:09,RT @long_covid: We need your help with our Christmas awareness campaign. Details below. Please share and tag your #LongCovid friends! ðŸŽ„ðŸŽ… htâ€¦,"details,campaign,awareness,...,share,friends,christmas",
14/11/2020,13:07,RT @AnnMonaghan20: Great opportunity with @ProfOrtuno in @TrinityMed1 to be at the forefront of #LongCovid related research. Positions avaiâ€¦,"research,related,positions",
14/11/2020,13:05,"ðŸ’ªâ¤ï¸ðŸ’ªTHIS is the story of @Survivor_Corps .
Thank you @NY1 and the amazing @LydiaHuNews for sharing our story with the worldðŸ™ðŸ™ðŸ™
Please watch and join us.
We are the #EpicenterOfHope and we are working to make #Covid HISTORY.
#LongTermCovid #LTC19 #LongCovid #MaskUp https://t.co/lonpufnaUH","story,world,working,join,history,watch",https://t.co/lonpufnaUH
14/11/2020,13:04,RT @LongCovidWales: @LongCovidScot @lesleymacniven @amyismall @scotgov @vaughangething @WelshGovernment  â€œYou can't rehabilitate us if youâ€¦,"rehabilitate,...",
14/11/2020,12:44,RT @ahandvanish: Mt Sinai post-covid clinic finds the same thing we did in our #LongCovid report from May: comparing symptoms of negative &amp;â€¦,"...,clinic,post-covid,negative,comparing",
14/11/2020,12:44,"RT @Know_HG: Great point by Jo House, why are we with #LongCovid having to push to be heard by @NHSEngland @rcgp @NICEComms and other profeâ€¦","house,profe,push,...,heard,point",
14/11/2020,12:43,in bed again ... called in sick for teaching today. I hate #LongCovid ... my Covid toes are back too! ... its like this virus is haunting me,"toes,covid,sick,hate,called",
14/11/2020,12:42,"RT @dianaberrent: ""No one knows how long the countless long-haulers will deal with the symptoms and impact of the virus, but through @Surviâ€¦","virus,countless,long-haulers",
14/11/2020,12:38,"RT @dunkindona: Yeah. It would be nice to be well again. The COVID long haul looks a lot like ME/CFS. That is, years of disability. #LongCoâ€¦",years,
14/11/2020,12:35,"@mikepanayi I've got severe #MEcfs, I do not suffer from tiredness; 
#PACEtrial psychiatrists placed emphasis on fatigue so that they can select patients for their studies with psychiatric fatigue instead of #MEcfs to label ineffective CBT as effective... 
#behaviouralfairytales #LongCovid","psychiatric,effective,emphasis,patients,ineffective,psychiatrists,cbt,...,placed,tiredness,select,fatigue",
14/11/2020,12:34,"RT @LongCovidSOS: Long Covid: young, female and feeling sick six months after recovery
Research to #countlongcovid in Spain but frustratingâ€¦","research,spain,recovery",
14/11/2020,12:25,@FoxesAfloat Glad to hear he is recovering now home. It is a a horrible virus my advice is to rest and to rest some more. It takes time to recover I had in it in March still recovering from ongoing symptoms  #LongCovid. Take care both of you â¤,"horrible,recover,rest,recovering,ongoing,virus,care,advice",
14/11/2020,12:23,@NorthBristolNHS @WEAHSN @Mountain_medica @crnwestengland excellent webinar from @NIHRresearch on #LongCovid &amp; wondering if research is happening here on coagulation issues &amp; disorders (having had an acute left pontine infarct Oct - neuro &amp; other symptoms since #covid in March)? https://t.co/FjijCIJlA0,"left,infarct,pontine,coagulation,wondering,oct,research",https://t.co/FjijCIJlA0
14/11/2020,12:23,"1) Interesting article. Also in regards to comparing #LongCovid &gt; ME.
Psychologists Daniels is misinterpreting the CBT we had for ME. Thus far asn't been a supportive form as seen in MS etc. If so there wouldn't have been any discussion on the matter. 
https://t.co/FkZO6StZ5u","form,misinterpreting,daniels,supportive,psychologists,seen",https://t.co/FkZO6StZ5u
14/11/2020,12:15,"#LongCovid is a thing, folks. Lots of folks have reported lingering issues - ranging from minor to severe - even if their symptoms were mild when they were infected. We don't know enough about this virus yet. Prevention is the only option until there's an accessible vaccine. https://t.co/PwWsFCkWox","folks,lingering,option,accessible,vaccine,lots",https://t.co/PwWsFCkWox
14/11/2020,12:03,RT @ZeroCovid_UK: We all know that #COVID19 is killing people and leaving people with #LongCovid. Junior doctors have had to stop their traâ€¦,"killing,people,doctors,junior,leaving",
14/11/2020,12:01,"We all know that #COVID19 is killing people and leaving people with #LongCovid. Junior doctors have had to stop their training to provide urgent services. The response to the #CovidVaccine news was mixed, because health workers will be expected to work incredibly long hours","killing,long,workers,health,people,doctors,junior,expected,leaving",
14/11/2020,11:56,"RT @nouspoetikos: At 6 mnths, I am mostly free of #LongCovid, but, for the niggling minor issues that come and go, I've found that Quercetiâ€¦","free,minor",
14/11/2020,11:56,RT @ZeroCovid_UK: There are disparities within the workplace where higher status workers are being tested and others aren't. Some of us areâ€¦,"status,workers",
14/11/2020,11:55,There are disparities within the workplace where higher status workers are being tested and others aren't. Some of us are suffering from #LongCovid. There is no support from employers or the government. We need a proper #TestandTrace system!,"suffering,status,workers,proper",
14/11/2020,11:50,"@RobertHMcMullen Blanket statement ""all the research literature shows that it's absolutely safe"" @ClareGerada makes here is absolutely incorrect @RobertHMcMullen, as most #pwME understand. Hopefully #LongCovid furthers #MECFS research too.
Paper published 4 July 2019, PEM
https://t.co/pEeGsixT1R","paper,furthers,hopefully,literature,research",https://t.co/pEeGsixT1R
14/11/2020,11:50,RT @amyismall: Such a vital question posed by @PaulGarnerWoof. I'm day 150 of #LongCovid &amp; most days feel vaguely normal when I pace. As soâ€¦,"vital,pace,question,...",
14/11/2020,11:40,RT @ZeroCovid_UK: Rest is absolutely crucial for people suffering from #LongCovid. Workers need time off to recover and they need paid timeâ€¦,"need,...,recover,paid",
14/11/2020,11:36,Rest is absolutely crucial for people suffering from #LongCovid. Workers need time off to recover and they need paid time off. We have to support zero hours and precarious workers. #ZeroCovid,"need,recover,paid,workers,support,precarious,zero",
14/11/2020,11:35,"RT @ZeroCovid_UK: People have experienced damage to the lungs, the heart, arms and legs and even the brain, blood clots, gut inflammation,â€¦","clots,...,experienced,gut,arms,inflammation,brain,blood,heart,damage",
14/11/2020,11:31,Now we're hearing from Clare Rayner who is organising with people suffering from #LongCovid - when Covid symptoms last over a month from infection. Watch here! https://t.co/INn6eSkHL8,"infection,clare,covid,rayner,watch,hearing",https://t.co/INn6eSkHL8
14/11/2020,11:30,"To do:
- Start taking about the need for community immunity to end the pandemic 
- Remind people that even a 90% effective vaccine leaves 1 in 10 vulnerable to infection
- Stress that while most people don't suffer #LongCovid, some do and this would be avoidable via vaccines
3/","infection,effective,people,stress,community,pandemic,immunity,vulnerable,vaccine,remind",
14/11/2020,11:28,#LongCovid - sort your diet out and try and get out for daily short walks every day to overcome the effects. #COVID19 #coronavirusuk,"short,walks",
14/11/2020,11:06,"@Rozkez67 @blackdogday69 Treatment and approach has improved too, so logically there 'may' be fewer case fatalities. But #LongCovid is pretty debilitating and people tend to forget that.","fatalities,forget",
14/11/2020,11:04,"RT @amyismall: Here's a podcast I did with @BMAScotland on #LongCovid 
It's aimed @ #MedTwitter 
How can you look after your colleagues witâ€¦",,
14/11/2020,11:04,RT @RecoveryCovid19: Tonight we're publishing Darren's story of Covid recovery https://t.co/KXhfstaNth @darrenabrown's account of the initiâ€¦,"story,covid,publishing,darren,recovery",https://t.co/KXhfstaNth
14/11/2020,10:50,RT @crwequine: @cbcjanjohnston â€œRecoveredâ€ A dialogue needs to happen about the effects of #LongCovid as well as spontaneous fatal aneurysmâ€¦,"fatal,needs,aneurysm,spontaneous,...,effects,dialogue",
14/11/2020,10:35,I think #Bojo has lost his #Mojo and @BorisJohnson has got #LongCovid ... no other explanation! https://t.co/g82b6d0LPp,explanation,https://t.co/g82b6d0LPp
14/11/2020,10:34,"@HallekMichael https://t.co/f11CbAkYp8 Eine ganz frische Publikation zu #mecfs ""The present study uncovers specific microRNA expression signatures associated with ME/CFS in response to PEM induction and reports microRNA expression patterns associated to specific symptom severities."" #LongCovid","frische,expression,me/cfs,specific,severities,response,uncovers,signatures,induction,study,present,microrna,patterns,publikation,pem,ganz",https://t.co/f11CbAkYp8
14/11/2020,10:24,"""A jam packed hour of crucial #LongCovid patient info &amp; insights inc.  @lesleymacniven &amp; @amyismall #Medtwitter. Please @scotgov, if you listen, learn &amp; involve US in research &amp; rehab plans as key stakeholders &amp; advocates for 1000s we CAN #CareForLongCovid"" - @LongCovidScot","patient,packed,stakeholders,plans,rehab,info,crucial,hour,research,key,involve",
14/11/2020,10:23,"RT @Stinalotte: CN covid-19
We will not only have to deal with the grief that comes with losing millions of people, and the effects of #Loâ€¦","millions,people,losing,deal,effects",
14/11/2020,10:22,#LongCovid sufferers have been saying this for some time. https://t.co/p4Ue2nhVA0,,https://t.co/p4Ue2nhVA0
14/11/2020,10:07,"@karlstanley Johnson hates the job, hates not being adored, has told people he plans to resign, has an alcohol problem and apparently has #LongCovid.","people,problem,plans,adored,alcohol",
14/11/2020,9:49,"RT @EmilyCaffeeDPT: After dealing with my own clinical course of #longcovid for most of this year, this hospital PT and competitive rower câ€¦","clinical,course,rower,competitive",
14/11/2020,9:45,Any clinical teams running clinics for #LongCovidKIDS in the UK?  #LongCovidKidsStudy #LongCovid,"clinical,clinics,teams,running",
14/11/2020,9:44,"@BrendonStubbs Thank you for listening. Here is the message I sent to the UK House of Lords on abuse in M.E activism.
The quote in the penultimate paragraph comes from a founder of a worldwide M.E organisation.
Best wishes. #pwme #mecfs #longcovid https://t.co/cV4EQ6lUky","founder,worldwide,house,organisation,m.e,penultimate,paragraph,lords",
14/11/2020,9:42,"Provision of holistic care after severe COVID-19 pneumonia: anticipating clinical need and managing resources
Spotlight commentary from @RebDCruz and the @KingsResp Team in @LancetRespirMed
https://t.co/A1vQJomjvn
#PostCOVID #LongCOVID","pneumonia,managing,need,holistic,resources,spotlight,covid-19,care,clinical,commentary",https://t.co/A1vQJomjvn
14/11/2020,9:38,"â­ Reflections &amp; Occupational Therapy Interventions in Patients with Covid19 â­
If you have any info or experience o. This, see @OT_manu7's tweet ðŸ‘‡ðŸ˜Š
_
#OccupationalTherapy @covid_rehab #CovidRehab #LongCovid @PenelopeFirshma @WonderingOT @AHPLeader @Keirwales @JuliaScottRCOT https://t.co/2Oo0IAshoL","patients,occupational,experience,tweet,info,interventions,therapy",https://t.co/2Oo0IAshoL
14/11/2020,9:37,"@Karl_Lauterbach @AscotBlack Group selected from outpatients attending a covid clinic: no random selection it seems, so what does the ""prevelance"" mean here?  More careful in reporting .. What is the point of saying ""30% not at work after 10 weeks""? Out of context is iffy. 30% of who please? #LongCovid","iffy,covid,random,clinic,mean,prevelance,context,attending,selection",
14/11/2020,9:36,"Had a shower.
Heart rate now through the roof.
Very breathless.
Now resting.
#pwme #LongCovid https://t.co/703bdSDuph","heart,shower",
14/11/2020,9:28,RT @katemeredithp: CDCâ€™s official update: Long-Term Effects of COVID-19 #longcovid #longhaulers https://t.co/WwDxp8yIcX,"effects,long-term",https://t.co/WwDxp8yIcX
14/11/2020,9:28,"Is #LongCovid taking its tollâ‰ï¸
https://t.co/4wOtrVKD9t https://t.co/IFlvYqP5HZ",,https://t.co/4wOtrVKD9t
14/11/2020,9:19,"@C19LongHauler @LongCovidSOS I realise how stupid I was now, the question is could I have avoided #LongCovid if I had listened to my body?","body,listened",
14/11/2020,9:19,".@falkirk_herald 
.@NHSForthValley 
.@RCGPScotland 
New clinic for #Falkirk patients suffering from long COVID: Falkirk Herald | 13 November 2020: https://t.co/zdPhqM1f5l #longcovid #countinglongcovid #postcovid #longhaulers #postviralfatigue","clinic,falkirk,long,covid",https://t.co/zdPhqM1f5l
14/11/2020,9:17,"â€œPeople who tested negative for covid might develop long covid syndromeâ€ (would like to know this stat)
many of the #longcovid symptoms are written off as psychosomatic anxiety, fatigue, etc https://t.co/F5wsAgPaFJ","syndrome,long,covid,anxiety,psychosomatic,fatigue",https://t.co/F5wsAgPaFJ
14/11/2020,9:11,"RT @BrendonStubbs: This is just a recent example of issues faced by people with SMI. Could go on endlessly
Thankfully we have some of theâ€¦","example,recent",
14/11/2020,9:09,".@OrlaithClinton 
.@BelfastLive 
Co Down woman describes how Long-Covid has left her crawling out of bed and unable to play with her kids | Belfast Live | 13 November 2020: https://t.co/Zxn3WHStHy 
#eightmonthson #longcovid #postcovid #postviralfatigue","play,bed,unable,live",https://t.co/Zxn3WHStHy
14/11/2020,9:06,Pre-print from mount siani clinic  NYC. #LongCovid not related to severity of initial infection https://t.co/rJUsR1CP2o,"mount,infection,siani,initial,clinic,related,nyc,severity",https://t.co/rJUsR1CP2o
14/11/2020,9:05,"@UKRI_News @NIHRresearch I'm pleased that both the physical, and mental health aspects of #longcovid will be part of the research.
Great news.","health,great,news,aspects,mental,physical",
14/11/2020,8:58,"This is so sad and so surreal for me. I think I have survivers guilt I had mild covid in March but have been off sick (nhs) with #LongCovid ever since
Seeing all those who died helping others makes me realise that no matter what I have to deal with it is nothing in comparison â¤ï¸ https://t.co/VCicF7ma3m","covid,helping,sick,comparison,nhs",https://t.co/VCicF7ma3m
14/11/2020,8:58,@ATXCALEB @SteveOnSpeed #LongCovid is considerably worse than the flu. The flu kills thousands every year.,,
14/11/2020,8:49,"RT @EyeWtaf: ðŸ‡¨ðŸ‡­ðŸ‡¨ðŸ‡­ Swiss cases &gt;1600/100,000 and of course GE, VD etc higher than that.
@EtatdeVaud @reb_ruiz @CeslaAmarelle 
At what poinâ€¦",course,
14/11/2020,8:48,RT @preshitorian: So anyway I had to use a wheelchair today. Twice. Because if I donâ€™t then blood vessels in my brain swell. Or something.â€¦,"wheelchair,....,vessels,brain,swell,blood,twice,use",
14/11/2020,8:43,"RT @SachaFlorenceG: Younger patients may not only sustain organ damage, but may also be oblivious. A study found signs of myocarditis, a poâ€¦","oblivious,...,myocarditis,study,organ,damage",
14/11/2020,8:42,".@TheUnion
 Jonathan Hawkins: COVID-19 and chronic fatigue syndrome | The Union #GrassValley #California | 13 November 2020: https://t.co/V1zgJpU6d3 #covid19 #longcovid #postcovid #mononucleosis #glandularfever #mecfs #cfsme #pwme #MyalgicE #NevadaCity","fatigue,chronic",https://t.co/V1zgJpU6d3
14/11/2020,8:42,RT @UKIYENGARYOGA: Iyengar yoga can help #LongCovid. If youâ€™re struggling with ongoing symptoms have a look at the suggested recovery progrâ€¦,"...,ongoing,progr,suggested,recovery",
14/11/2020,8:42,RT @LongCovidScot: worth checking out this latest video from @gezmedinger (and his back catalogue) #CareForLongCovid another great exampleâ€¦,"example,...,great,catalogue",
14/11/2020,8:40,"Personally, I'd opt for blended learning and lower #covid risk, until possible vaccine in Spring. Cases rising in #schools.  #Scotland @scotgov #LongCovid is real and up to 1 in 3 cases says Dr Fauci. https://t.co/9DUKKArd4g","possible,blended,learning,vaccine,cases,spring",https://t.co/9DUKKArd4g
14/11/2020,8:28,RT @ahandvanish: It was super exciting to hear that Mt Sinai's post-covid clinic is using our @itsbodypolitic Patient-Led Research to inforâ€¦,"hear,infor,...,patient-led,clinic,exciting,post-covid,research",
14/11/2020,8:23,@DrAmbrishMithal @IndianExpress @MaxHealthcare @DrMradulkaushik @Rssdi_official @IndiaESI @AmDiabetesAssn So relevant. #USA population suffers from lifestyle diseases specially diabetes and #COVID-19 becomes more challenging. Black Americans and Hispanic population suffer the most. #diabetes impacted Initial storm of fatality in NY and other cities. #LongCovid,"fatality,suffers,initial,storm,black,cities,lifestyle,population,diabetes,specially,americans,hispanic,diseases",
14/11/2020,8:16,"ðŸ‡¨ðŸ‡­ðŸ‡¨ðŸ‡­ Swiss cases &gt;1600/100,000 and of course GE, VD etc higher than that.
@EtatdeVaud @reb_ruiz @CeslaAmarelle 
At what point will in person schooling move online?
Your press releases announce you are ready.
Teachers are sick, children are sick, parents are sick.
#LongCovid https://t.co/OMbMtQOTAd","course,teachers,ready,sick,children,parents,press,releases,schooling",https://t.co/OMbMtQOTAd
14/11/2020,8:14,"RT @aboutmecfs: ðŸ’“ ðŸ’“ ðŸ’“
Do you get frequent ""heart-pounding"" symptoms, such as palpitations or arrhythmias, that you feel or hear?
Have youâ€¦","heart-pounding,palpitations",
14/11/2020,8:13,"RT @EricTopol: Just since Election Day
Nov 3-&gt; Nov 12
Cases 
86,081-&gt; 150,526; 75% increase
Hospitalizations
53,222-&gt; 67,096; 26% increaseâ€¦","nov,increase,election,hospitalizations,cases",
14/11/2020,8:08,RT @AutistLvsMatter: Itâ€™s unfortunate that #LongCovid has been somewhat hijacked by annoying celebrities and such. Iâ€™m convinced there areâ€¦,"annoying,celebrities",
14/11/2020,8:05,"ðŸ’“ ðŸ’“ ðŸ’“
Do you get frequent ""heart-pounding"" symptoms, such as palpitations or arrhythmias, that you feel or hear?
Have you identified any triggers that cause the ""heart pounding""?  How do you deal with them?
#ChronicIllness #MECFS #LongCovid
https://t.co/8cnjY5hUOL","triggers,heart-pounding,palpitations",https://t.co/8cnjY5hUOL
14/11/2020,7:57,"RT @ahandvanish: ""How COVID #longhaulers Created a Movement"" by @acsifferlin, on the embodied health movement that those with #longcovid haâ€¦","movement,embodied,health",
14/11/2020,7:57,RT @wudanyan: I hope the #longcovid community can prove that people w/ chronic illnesses are reliable narrators of their experience. Believâ€¦,"illnesses,narrators,chronic,reliable",
14/11/2020,7:49,@ksasala1 @NBSaphierMD @MartyMakary @FAIRHealth I don't know how prevalent #LongCovid or long term effects of #SARSCoV2 are in children (hopefully rare) but this young boy unfortunately ended up with dental issues. https://t.co/1658MV78EU,"young,long,ended,boy,effects,dental,unfortunately",https://t.co/1658MV78EU
14/11/2020,7:47,"#LongCovid is silently debilitating. Be safe.
https://t.co/G0fInySeYk",,https://t.co/G0fInySeYk
14/11/2020,7:37,"#COVIDãƒ¼19 #apresJ20 #apresJ60 #apresJ90 #CovidLong #LongCovid #MitCoronaLeben #LangzeitCovid #Koronaoire #covidpersistenteitalia #CovidPersistente
The number of infected people in Tokyo today is 352.
 https://t.co/q7AGqfNRm1","infected,tokyo,people",https://t.co/q7AGqfNRm1
14/11/2020,7:24,"RT @long_recovery: The symptoms of #longcovid can be compared with many post viral /chorionic inflammatory conditions 
The #LongCovidKIDSsâ€¦","/chorionic,conditions,inflammatory",
14/11/2020,7:23,"RT @SavingBooks: With the recent rise in cases, unfortunately we are going to see a new wave of #LongCovid sufferers. Anyone already affectâ€¦","cases,sufferers,recent,rise",
14/11/2020,7:16,"The symptoms of #longcovid can be compared with many post viral /chorionic inflammatory conditions 
The #LongCovidKIDSstudy with @PeopleWithApp is so much more than a collection of symptoms. 
It can help suffers manage &amp; and learn from others just like them. #Dysautonomia https://t.co/976UO68Qxj","suffers,inflammatory,/chorionic,collection,manage,conditions",https://t.co/976UO68Qxj
14/11/2020,7:10,RT @JennieJacques1: First round we had @HistoryVikings Saxon Queen @MrAmyBailey now we have the warrior #vikings Queen @KatherynWinnick onâ€¦,"warrior,...,queen",
14/11/2020,6:59,"@cooksferryqueen I had the chest/heart stuff quite intensely about a month ago, then it stopped (the symptoms not the heart!) and I feel more normal mentally and physically than I have for months. #LongCovid","chest/heart,ago,heart,month",
14/11/2020,6:46,Snap! It's mostly the chest pain/pressure while I'm feeling more like myself in other ways. #LongCovid https://t.co/0bZogjE6dY,ways,https://t.co/0bZogjE6dY
14/11/2020,6:43,"RT @rddysum: The CDC finally acknowledges long-term effects of Covid-19. Remember, it's not just mortality that's important to track, but aâ€¦","remember,covid-19,effects,long-term,important,track",
14/11/2020,6:37,"RT @preshitorian: #LongCovid (8 months). Bit of cognitive impairment apparent today (slow/slurred speech, altered words, legs a bit weird,â€¦","speech,cognitive,legs,bit,impairment,apparent,words,altered",
14/11/2020,6:27,"@mike161267 @timspector regular updates about their findings, they #collaborate widely.  Figures are given to @NHSuk &amp; Govt, updated daily &amp; @timspector is very interactive on his @twitter account.  If you are interested in the march of #covid19, he's well worth a Follow #covid19 #covid19uk #longcovid",govt,
14/11/2020,6:11,RT @FranceyME: #LongCovid peeps - please donâ€™t be fooled by the Lightning Process - itâ€™s a pseudoscience health-cult and pyramid scheme takâ€¦,"process,health-cult,scheme,...,tak,pyramid,lightning,pseudoscience",
14/11/2020,6:11,"#LongCovid peeps - please donâ€™t be fooled by the Lightning Process - itâ€™s a pseudoscience health-cult and pyramid scheme taking advantage of the sick, promising false cures to people desperate enough to try anything to recover. #LongHauler #longhaulers https://t.co/lDFEhDxvpS","false,recover,process,people,health-cult,scheme,pyramid,cures,lightning,advantage,pseudoscience",https://t.co/lDFEhDxvpS
14/11/2020,6:04,"""I sometimes don't want to fall asleep, because I fear I won't wake up and see my two boys again"" - Woman describes how Long Covid has left her crawling out of bed and unable to play with her kids.
| #longcovid #longcovidthread @long_covid | 
https://t.co/jeodLaSeYd","play,long,asleep,unable,covid,woman,bed,fall",https://t.co/jeodLaSeYd
14/11/2020,5:57,"@Globalmadness8 @ExasperatedTory This is why, after 8 months of #LongCovid I now suffer from #PTSD on the school run-because people are not wearing masks and not social distancing. Itâ€™s a nightmare. I wouldnâ€™t wish this on my worst enemy.","school,people,run-because,wearing,masks,social,distancing",
14/11/2020,5:43,"""If we don't take action soon the virus will decide for us. An eventual 30% of the US infected would correspond to ~450k deaths (at an IFR of 0.45%) and many more cases of #longcovid. ""
Anyone else ***terrified***?
THREAD ðŸ‘‡ðŸ¼ https://t.co/sC4I1uggMr","action,deaths,~450k",https://t.co/sC4I1uggMr
14/11/2020,5:34,@OrneryPiglett Celebrate?! and what about #LongCovid? What an ass,,
14/11/2020,5:30,Plus the morbidity (#LongCovid) which we aren't even counting or including in public health messaging. We're underestimating the impact of covid by focusing on the wrong numbers. https://t.co/15IYhRSfUH,"numbers,underestimating,health,impact,covid,including,wrong,messaging,public,counting",https://t.co/15IYhRSfUH
14/11/2020,5:27,Just adding #joinZoe to my new phone.  First thing I do in the morning normally #selfreporting #Covid19 @timspector #covid19UK #DataAnalytics #science @KingsCollegeLon @NHSuk #medicine @UniofOxford #scientists @VaccineTrials #symptoms #longcovid #advice #reports #research #UK,phone,
14/11/2020,5:25,"The economy has to slow enough to flatten the #COVID19 curve.  If the policy makers refuses to impact the economy, then virus spread will not be reduced.  The two are mutually exclusive. #LongCovid","makers,policy",
14/11/2020,5:20,@sunnykm @VitalVegas @MTD_84 That is just mortality rate. Now look up #LongCovid,mortality,
14/11/2020,5:14,RT @ianmSC: @trvrb The #longcovid thing is just absurd. Where is the evidence that #longcovid is more pervasive or difficult than the flu?â€¦,,
14/11/2020,5:10,RT @Lytzki: Does no one realize that if Health Care Workers keep contracting #COVID19 we are in for a world of hurt? Consider both loss ofâ€¦,"world,workers,health,...,care,hurt,contracting",
14/11/2020,5:05,RT @itsanginLA: This was truly one of the best podcast episodes on #LongCOVID Iâ€™ve listened to - grateful to know @chiluvs1 &amp; @ahandvanishâ€¦,"episodes,podcast",
14/11/2020,5:05,"@trvrb The #longcovid thing is just absurd. Where is the evidence that #longcovid is more pervasive or difficult than the flu? 
And we donâ€™t destroy societies to avoid the flu?","n't,societies,destroy,flu",
14/11/2020,5:03,"RT @rddysum: Covid doesn't affect just the old and sick. For many, it doesn't go away in two weeks. These patients were young and healthy aâ€¦",patients,
14/11/2020,4:55,RT @MEActNet: Many with #longCOVID are experiencing extreme fatigue &amp; distressing symptoms. Studies are showing that 10-12% will meet ME diâ€¦,"studies,extreme,...,meet,fatigue,experiencing,showing",
14/11/2020,4:41,"@celliottability 19 more preventable deaths. 19 more families grieving ðŸ’”ðŸ’” #PayRespect
1018 more people who may still face long-term health effects from Covid, who may have reduced economic potential, unrecognized by the loose definition of resolved.#LongCovid","preventable,resolved.,health,economic,potential,definition,loose,effects,long-term,deaths,longcovid",
14/11/2020,4:39,RT @bkjennifer13: @elvisduran @romanmars Youâ€™re right. It didnâ€™t have to be this way. #LongCovid,n't,
14/11/2020,4:31,RT @DavidLat: Four #LongCovid sufferers talk to the @NYTimes about what they're experiencing -- and how long they've been experiencing it.â€¦,"....,experiencing",
14/11/2020,4:31,RT @jilljchase: Devastating paper on long term organ impairment in younger COVID+ patients (Ave age 44) with low comorbidities and low hospâ€¦,"low,long,patients,...,comorbidities,age,ave,covid+,hosp",
14/11/2020,4:29,Devastating paper on long term organ impairment in younger COVID+ patients (Ave age 44) with low comorbidities and low hospitalization #LongCovid #longhaulers @Laurie_Garrett https://t.co/ATRUyQMcUD,"low,long,patients,hospitalization,comorbidities,age,ave,covid+",https://t.co/ATRUyQMcUD
14/11/2020,4:18,Finally - mast cell activation in #LongCovid gets covered. I was trying to get a referral to an allergist in May 6 weeks into my infection and my old doc was dismissive. New doc dxd me w MCAS in July after near anaphylaxis https://t.co/1mfww8ZqPl,"infection,mcas,activation,cell,referral,doc,dxd,allergist",https://t.co/1mfww8ZqPl
14/11/2020,4:17,"2) Encourage everyone to follow @Survivor_Corps, focused on all things #LongCovid issues. Led by @dianaberrent.",things,
14/11/2020,4:12,â–¬This is serious. Itâ€™s a young population too. #LongCovid https://t.co/AA7AFpOb9f,"population,young",https://t.co/AA7AFpOb9f
14/11/2020,4:12,@LesStonehouse Probs got #LongCovid very unpleasant post viral symptoms. NHS has Long COVID clinics set up in some parts of the UK now.,"viral,parts,covid,nhs,unpleasant,clinics",
14/11/2020,3:36,"#LongCovid
 I love it when you wear tight clothes. â¤ https://t.co/78CHEjnf4R","clothes,tight",
14/11/2020,3:16,"So glad @AsmaeFahmy talked about mast cells in this piece. Hopefully #longCOVID will destigmatize the sensitivities to mold, fragrances, chemicals, etc. that many people with #MCAS and #MECFS experience. https://t.co/LkIat89FlA","people,cells,fragrances,mast,chemicals,sensitivities",https://t.co/LkIat89FlA
14/11/2020,3:10,"RT @SusanMaltserDO: #LongCovid conditions that persist after pts recover from the virus. 
They include: muscle weakness, pain, fatigue andâ€¦","weakness,include,pain,...,muscle,fatigue",
14/11/2020,3:08,"@MackayIM 5/ Despite zeros, health &amp; aged care here still under pressure.
Need to take stock: check ventilation, PPE &amp; proper fitting of masks.
What have we learned, that we can share with others?
How many health/aged care workers died here?
How many are dealing with #longcovid ?
..","fitting,aged,health/aged,workers,health,ventilation,zeros,masks,ppe,dealing,care",
14/11/2020,3:01,RT @BBCLucyAdams: This is the only story Iâ€™ve worked on in the past seven months. I wrote this lying in bed with #LongCovid for â¦â¦â¦@BBCScotâ€¦,"story,'ve,bed,lying",
14/11/2020,3:00,"#LongCovid, has anyone else been referred to the NHS infectious diseases clinic? I got my appointment letter yesterday and wondering how this is going to go.","appointment,letter,clinic,wondering,infectious,diseases",
14/11/2020,2:56,"We need to shine a light on #LongCovid, and the consequences for children down the road. The #COVID19Canada bug doesn't *just* cause a respiratory illness and scarred lungs; it is a cardiovascular disease that causes serious organ damage.
#COVID19ethics https://t.co/b3rZNWno5k","cardiovascular,consequences,respiratory,illness,shine,disease,light,cause,organ",https://t.co/b3rZNWno5k
14/11/2020,2:45,"""Societyâ€™s inability to explain or treat #LongCovid now is the predictable result of our past neglect of post-viral illnesses. We should all be hoping that long COVID leads to increased attention and research funding ... because they can happen to anyone.""
https://t.co/HLPYyoVFuI","result,covid,attention,illnesses,treat,happen,explain,increased,leads,funding,research,predictable,post-viral",https://t.co/HLPYyoVFuI
14/11/2020,2:44,"Three weeks since any significant #LongCovid stuff.
Is it finally over?!",significant,
14/11/2020,2:41,"And there are other states almost/all full in the Midwest as well.  
I just could not summon the energy to look up any more.
Obligatory #WearAMask 
Or don't, and play #CoVidCraps...the game with 15% chance of ending up in an ICU with no room for you.  10% of #LongCoVid.","n't,play,obligatory,game,states",
14/11/2020,2:23,"@mattbc I am worried that theyâ€™re going to see the massive influx of SSDI/SSI cases coming from #LongCovid patients. Worried theyâ€™ll cut off folks currently on benefits, citing reason you mentioned, as a way to cut spending to shift toward benefits for COVID survivors. This is not okay","survivors,mentioned,covid,ssdi/ssi,cut,benefits,citing,spending,reason,shift,influx,cases,massive",
